work_order_id,asset_id,location_id,problem_code,problem_description,created_date,closed_date,technician_id,priority,cost,resolution_code,asset_category,asset_age_category,resolution_hours,season_flag
WO-02963,ASSET-065,LOC-29,FIRE-006,Suppression valve issue,2025-01-25 16:00:00,2025-01-25 17:32:24,BM-993,Critical,597.69,,BMS,mid,1.54,winter
WO-02472,ASSET-416,LOC-01,ROOF-003,Roof drain blockage,2025-01-25 19:00:00,2025-01-26 00:56:24,LF-191,Low,618.5,RESET,Lift,old,5.94,winter
WO-01129,ASSET-491,LOC-15,HVAC-010,Airflow imbalance,2025-01-25 20:00:00,2025-01-26 00:48:00,PL-678,Critical,291.04,,Plumbing,old,4.8,winter
WO-01736,ASSET-059,LOC-05,HVAC-004,Compressor short cycling,2025-01-25 22:00:00,2025-01-26 02:38:24,FR-585,Low,367.37,INSPECTED,Fire,old,4.64,winter
WO-02717,ASSET-494,LOC-26,LIFT-005,Cabin leveling fault,2025-01-26 00:00:00,2025-01-26 05:17:24,PL-359,Medium,192.38,,Plumbing,old,5.29,winter
WO-04296,ASSET-311,LOC-32,PARK-004,Barrier gate fault,2025-01-26 04:00:00,2025-01-26 07:09:00,BM-480,Critical,369.05,PATCHED,BMS,old,3.15,winter
WO-04679,ASSET-422,LOC-16,ELEC-007,Circuit trip,2025-01-26 07:00:00,2025-01-26 09:06:00,LF-895,High,489.22,INSPECTED,Lift,mid,2.1,winter
WO-03623,ASSET-450,LOC-01,SEC-004,Access reader failure,2025-01-26 07:00:00,2025-01-26 12:12:36,EL-583,Low,641.77,PATCHED,Electrical,mid,5.21,winter
WO-02218,ASSET-364,LOC-39,ROOF-003,Roof drain blockage,2025-01-26 09:00:00,2025-01-26 11:18:36,SC-311,Medium,667.53,REPLACED,Security,mid,2.31,winter
WO-03553,ASSET-338,LOC-14,WATR-006,Low pressure alert,2025-01-26 11:00:00,2025-01-26 13:36:00,LF-808,Low,225.91,PATCHED,Lift,new,2.6,winter
WO-00653,ASSET-133,LOC-17,LIFT-005,Cabin leveling fault,2025-01-26 12:00:00,2025-01-26 15:31:48,HV-282,Critical,555.28,RESET,HVAC,mid,3.53,winter
WO-02216,ASSET-393,LOC-48,IT-005,UPS battery alert,2025-01-26 12:00:00,2025-01-26 13:52:48,EL-848,Low,217.34,REPLACED,Electrical,old,1.88,winter
WO-00300,ASSET-193,LOC-06,LAND-002,Landscape irrigation issue,2025-01-26 14:00:00,2025-01-26 16:31:12,SC-799,Medium,550.02,PATCHED,Security,new,2.52,winter
WO-04033,ASSET-230,LOC-15,WATR-002,Pump cavitation,2025-01-26 17:00:00,2025-01-26 20:04:48,BM-623,Critical,361.17,,BMS,new,3.08,winter
WO-02083,ASSET-133,LOC-26,LIFT-008,Control panel reset,2025-01-26 17:00:00,2025-01-26 20:39:00,GN-782,Critical,408.59,RESET,General,mid,3.65,winter
WO-04005,ASSET-225,LOC-42,SEC-008,Camera offline,2025-01-26 21:00:00,2025-01-27 01:37:12,PL-110,Low,302.66,INSPECTED,Plumbing,old,4.62,winter
WO-02059,ASSET-171,LOC-16,PLMB-003,Drain clog,2025-01-27 00:00:00,2025-01-27 04:31:48,PL-107,High,416.84,INSPECTED,Plumbing,old,4.53,winter
WO-04397,ASSET-139,LOC-50,GEN-001,General handyman request,2025-01-27 05:00:00,2025-01-27 06:27:00,GN-312,High,328.52,RESET,General,mid,1.45,winter
WO-00186,ASSET-023,LOC-21,LAND-002,Landscape irrigation issue,2025-01-27 07:00:00,2025-01-27 10:12:36,SC-862,Critical,632.63,INSPECTED,Security,mid,3.21,winter
WO-00292,ASSET-489,LOC-22,BMS-003,Sensor communication fault,2025-01-27 07:00:00,2025-01-27 07:30:00,BM-409,Low,234.98,PATCHED,BMS,old,0.5,winter
WO-00255,ASSET-348,LOC-29,HVAC-004,Compressor short cycling,2025-01-27 18:00:00,2025-01-27 20:28:12,EL-479,High,494.41,INSPECTED,Electrical,new,2.47,winter
WO-00151,ASSET-033,LOC-27,PLMB-007,Pipe leak,2025-01-27 22:00:00,2025-01-28 03:27:00,LF-517,High,174.58,,Lift,mid,5.45,winter
WO-03554,ASSET-425,LOC-48,ELEC-011,Lighting panel fault,2025-01-28 01:00:00,2025-01-28 04:55:12,LF-922,Medium,288.8,RESET,Lift,old,3.92,winter
WO-03492,ASSET-336,LOC-03,LIFT-008,Control panel reset,2025-01-28 05:00:00,2025-01-28 09:05:24,EL-267,Low,762.11,REPLACED,Electrical,new,4.09,winter
WO-01243,ASSET-015,LOC-14,STRC-001,Door closer failure,2025-01-28 08:00:00,2025-01-28 11:00:00,,High,229.78,REPLACED,Lift,old,3.0,winter
WO-03946,ASSET-031,LOC-36,PLMB-010,Restroom backup,2025-01-28 11:00:00,2025-01-28 15:02:24,FR-791,Low,254.2,PATCHED,Fire,old,4.04,winter
WO-01096,ASSET-032,LOC-40,CUST-001,Tenant comfort complaint,2025-01-28 13:00:00,2025-01-28 16:38:24,PL-356,Low,428.27,RESET,Plumbing,old,3.64,winter
WO-00194,ASSET-196,LOC-37,PLMB-003,Drain clog,2025-01-28 15:00:00,2025-01-28 18:46:12,LF-467,High,503.87,PATCHED,Lift,new,3.77,winter
WO-01362,ASSET-483,LOC-29,FIRE-006,Suppression valve issue,2025-01-28 16:00:00,2025-01-28 19:42:36,EL-124,Medium,282.08,INSPECTED,Electrical,old,3.71,winter
WO-00597,ASSET-194,LOC-36,GEN-001,General handyman request,2025-01-28 23:00:00,2025-01-29 01:09:36,EL-489,Low,521.26,REPLACED,Electrical,mid,2.16,winter
WO-02163,ASSET-187,LOC-27,LIFT-002,Door malfunction,2025-01-29 00:00:00,2025-01-29 02:04:12,LF-870,Critical,625.01,RESET,Lift,mid,2.07,winter
WO-04560,ASSET-221,LOC-06,LIFT-005,Cabin leveling fault,2025-01-29 04:00:00,2025-01-29 08:11:24,FR-378,High,702.14,RESET,Fire,new,4.19,winter
WO-01340,ASSET-422,LOC-44,LIFT-008,Control panel reset,2025-01-29 06:00:00,2025-01-29 09:10:12,HV-994,Critical,326.25,,HVAC,old,3.17,winter
WO-04974,ASSET-002,LOC-16,ELEC-015,Generator warning alarm,2025-01-29 08:00:00,2025-01-29 09:03:00,,Low,493.02,INSPECTED,Fire,old,1.05,winter
WO-04355,ASSET-212,LOC-03,FIRE-006,Suppression valve issue,2025-01-29 10:00:00,2025-01-29 12:27:36,EL-113,Low,230.45,PATCHED,Electrical,old,2.46,winter
WO-04461,ASSET-006,LOC-32,BMS-003,Sensor communication fault,2025-01-29 14:00:00,2025-01-29 17:22:12,PL-103,Medium,353.81,PATCHED,Plumbing,new,3.37,winter
WO-02443,ASSET-352,LOC-14,LIFT-005,Cabin leveling fault,2025-01-29 16:00:00,2025-01-29 20:22:12,PL-953,High,520.9,REPLACED,Plumbing,old,4.37,winter
WO-03265,ASSET-054,LOC-37,PLMB-007,Pipe leak,2025-01-29 16:00:00,2025-01-29 22:34:12,PL-443,Critical,653.16,,Plumbing,mid,6.57,winter
WO-01290,ASSET-094,LOC-01,HVAC-004,Compressor short cycling,2025-01-29 20:00:00,2025-01-29 23:42:36,LF-246,Low,359.19,,Lift,new,3.71,winter
WO-00452,ASSET-410,LOC-27,LAND-002,Landscape irrigation issue,2025-01-29 22:00:00,2025-01-30 00:40:12,GN-764,Medium,426.17,RESET,General,new,2.67,winter
WO-00870,ASSET-150,LOC-43,ELEC-007,Circuit trip,2025-01-30 09:00:00,2025-01-30 13:40:12,LF-636,Low,435.62,,Lift,new,4.67,winter
WO-01916,ASSET-275,LOC-29,STRC-001,Door closer failure,2025-01-30 11:00:00,2025-01-30 13:47:24,LF-257,Critical,300.2,REPLACED,Lift,mid,2.79,winter
WO-01466,ASSET-052,LOC-06,ELEC-007,Circuit trip,2025-01-30 14:00:00,2025-01-30 16:40:12,LF-518,Critical,426.59,INSPECTED,Lift,new,2.67,winter
WO-03128,ASSET-183,LOC-10,ELEC-015,Generator warning alarm,2025-01-31 02:00:00,2025-01-31 07:08:24,BM-705,Critical,286.98,PATCHED,BMS,mid,5.14,winter
WO-02270,ASSET-498,LOC-01,PARK-004,Barrier gate fault,2025-01-31 06:00:00,2025-01-31 08:17:24,LF-976,Critical,676.25,REPLACED,Lift,new,2.29,winter
WO-00675,ASSET-369,LOC-13,PLMB-007,Pipe leak,2025-01-31 11:00:00,2025-01-31 17:43:12,GN-747,High,385.79,PATCHED,General,new,6.72,winter
WO-03024,ASSET-151,LOC-09,WATR-002,Pump cavitation,2025-01-31 13:00:00,2025-01-31 16:29:24,FR-955,Low,678.15,INSPECTED,Fire,old,3.49,winter
WO-03998,ASSET-340,LOC-48,PARK-004,Barrier gate fault,2025-01-31 18:00:00,2025-01-31 21:10:12,BM-808,Critical,598.46,RESET,BMS,old,3.17,winter
WO-04252,ASSET-235,LOC-22,BMS-003,Sensor communication fault,2025-01-31 19:00:00,2025-01-31 22:34:12,FR-967,High,360.16,PATCHED,Fire,mid,3.57,winter
WO-02075,ASSET-351,LOC-46,IT-005,UPS battery alert,2025-02-01 04:00:00,2025-02-01 08:40:12,FR-731,Low,575.95,,Fire,mid,4.67,winter
WO-01536,ASSET-177,LOC-09,GEN-005,Furniture repair,2025-02-01 06:00:00,2025-02-01 09:27:36,BM-514,Critical,360.24,,BMS,mid,3.46,winter
WO-00202,ASSET-301,LOC-48,LIFT-008,Control panel reset,2025-02-01 14:00:00,2025-02-01 18:16:12,SC-844,Medium,357.0,INSPECTED,Security,old,4.27,winter
WO-04566,ASSET-151,LOC-16,LIFT-002,Door malfunction,2025-02-01 16:00:00,2025-02-01 20:18:36,PL-414,High,969.75,INSPECTED,Plumbing,new,4.31,winter
WO-04541,ASSET-020,LOC-20,HVAC-004,Compressor short cycling,2025-02-01 16:00:00,2025-02-01 17:04:12,LF-844,Low,163.68,RESET,Lift,mid,1.07,winter
WO-01679,ASSET-057,LOC-30,HVAC-010,Airflow imbalance,2025-02-01 20:00:00,2025-02-01 23:13:12,FR-168,High,414.45,REPLACED,Fire,new,3.22,winter
WO-01922,ASSET-113,LOC-36,ELEC-015,Generator warning alarm,2025-02-01 23:00:00,2025-02-02 01:31:12,LF-565,Medium,380.72,REPLACED,Lift,new,2.52,winter
WO-04182,ASSET-031,LOC-07,LIFT-002,Door malfunction,2025-02-01 23:00:00,2025-02-02 01:42:36,EL-614,Low,391.22,,Electrical,new,2.71,winter
WO-00960,ASSET-406,LOC-02,PLMB-003,Drain clog,2025-02-02 04:00:00,2025-02-02 08:00:00,,Medium,234.25,PATCHED,Plumbing,old,4.0,winter
WO-02642,ASSET-221,LOC-09,STRC-001,Door closer failure,2025-02-02 10:00:00,2025-02-02 14:13:48,FR-325,Critical,551.56,,Fire,old,4.23,winter
WO-03620,ASSET-426,LOC-11,HVAC-004,Compressor short cycling,2025-02-02 13:00:00,2025-02-02 14:25:12,SC-961,High,706.52,RESET,Security,new,1.42,winter
WO-02447,ASSET-058,LOC-06,GEN-001,General handyman request,2025-02-02 13:00:00,2025-02-02 15:53:24,SC-682,Critical,613.88,INSPECTED,Security,mid,2.89,winter
WO-04408,ASSET-023,LOC-23,SEC-008,Camera offline,2025-02-02 18:00:00,2025-02-02 21:34:12,HV-833,High,396.58,INSPECTED,HVAC,old,3.57,winter
WO-02692,ASSET-499,LOC-22,SEC-004,Access reader failure,2025-02-03 00:00:00,2025-02-03 03:21:36,EL-285,Critical,97.08,REPLACED,Electrical,old,3.36,winter
WO-01580,ASSET-388,LOC-19,LIFT-008,Control panel reset,2025-02-03 05:00:00,2025-02-03 08:16:12,FR-987,Low,320.22,REPLACED,Fire,mid,3.27,winter
WO-03367,ASSET-018,LOC-20,GEN-001,General handyman request,2025-02-03 08:00:00,2025-02-03 11:03:00,LF-537,High,274.25,RESET,Lift,new,3.05,winter
WO-01544,ASSET-113,LOC-29,PLMB-010,Restroom backup,2025-02-03 08:00:00,2025-02-03 12:43:48,GN-236,Low,451.88,REPLACED,General,old,4.73,winter
WO-04505,ASSET-343,LOC-17,HVAC-010,Airflow imbalance,2025-02-04 00:00:00,2025-02-04 01:40:48,GN-884,Low,530.45,,General,mid,1.68,winter
WO-00112,ASSET-011,LOC-11,LIFT-005,Cabin leveling fault,2025-02-04 00:00:00,2025-02-04 02:36:36,PL-993,High,796.2,INSPECTED,Plumbing,new,2.61,winter
WO-04688,ASSET-084,LOC-20,WATR-002,Pump cavitation,2025-02-04 07:00:00,2025-02-04 09:18:36,SC-926,Low,451.97,REPLACED,Security,new,2.31,winter
WO-04314,ASSET-379,LOC-22,BMS-003,Sensor communication fault,2025-02-04 08:00:00,2025-02-04 13:07:48,SC-652,High,296.66,INSPECTED,Security,mid,5.13,winter
WO-03731,ASSET-109,LOC-02,BMS-009,Setpoint drift,2025-02-04 11:00:00,2025-02-04 15:06:36,PL-392,High,452.51,RESET,Plumbing,mid,4.11,winter
WO-01994,ASSET-094,LOC-47,PLMB-003,Drain clog,2025-02-04 16:00:00,2025-02-04 19:13:48,PL-322,Low,99.55,REPLACED,Plumbing,old,3.23,winter
WO-00089,ASSET-009,LOC-09,ELEC-015,Generator warning alarm,2025-02-05 00:00:00,2025-02-05 03:27:00,BM-391,High,762.2,INSPECTED,BMS,old,3.45,winter
WO-03641,ASSET-351,LOC-38,LIFT-008,Control panel reset,2025-02-05 05:00:00,2025-02-05 07:48:36,LF-356,Low,239.49,,Lift,mid,2.81,winter
WO-04273,ASSET-124,LOC-01,GEN-001,General handyman request,2025-02-05 06:00:00,2025-02-05 07:27:00,PL-302,Medium,379.65,INSPECTED,Plumbing,new,1.45,winter
WO-02743,ASSET-219,LOC-01,LIFT-002,Door malfunction,2025-02-05 09:00:00,2025-02-05 12:37:12,PL-340,Medium,497.39,,Plumbing,old,3.62,winter
WO-02724,ASSET-186,LOC-19,PARK-004,Barrier gate fault,2025-02-05 09:00:00,2025-02-05 12:30:36,GN-789,High,604.92,INSPECTED,General,mid,3.51,winter
WO-02742,ASSET-219,LOC-01,LIFT-002,Door malfunction,2025-02-05 09:00:00,2025-02-05 12:37:12,PL-340,Medium,497.39,,Plumbing,old,3.62,winter
WO-00463,ASSET-367,LOC-22,BMS-003,Sensor communication fault,2025-02-06 06:00:00,2025-02-06 10:28:48,LF-210,Critical,605.2,RESET,Lift,old,4.48,winter
WO-01798,ASSET-181,LOC-06,BMS-003,Sensor communication fault,2025-02-06 11:00:00,2025-02-06 14:50:24,FR-472,Critical,556.14,REPLACED,Fire,new,3.84,winter
WO-01799,ASSET-181,LOC-06,BMS-003,Sensor communication fault,2025-02-06 11:00:00,2025-02-06 14:50:24,FR-472,Critical,556.14,REPLACED,Fire,new,3.84,winter
WO-01838,ASSET-197,LOC-15,IT-005,UPS battery alert,2025-02-06 14:00:00,2025-02-06 16:50:24,HV-817,Critical,183.63,REPLACED,HVAC,new,2.84,winter
WO-00270,ASSET-111,LOC-38,BMS-003,Sensor communication fault,2025-02-06 16:00:00,2025-02-06 16:30:00,LF-461,Low,294.15,RESET,Lift,mid,0.5,winter
WO-00128,ASSET-013,LOC-13,FIRE-002,Detector false alarm,2025-02-07 00:00:00,2025-02-07 02:21:00,LF-512,Medium,969.98,REPLACED,Lift,mid,2.35,winter
WO-00572,ASSET-043,LOC-31,PLMB-007,Pipe leak,2025-02-07 04:00:00,2025-02-07 06:18:36,FR-685,Low,641.07,,Fire,mid,2.31,winter
WO-02142,ASSET-021,LOC-09,GEN-005,Furniture repair,2025-02-07 05:00:00,2025-02-07 07:51:00,GN-519,Critical,350.65,RESET,General,mid,2.85,winter
WO-00771,ASSET-429,LOC-21,WATR-002,Pump cavitation,2025-02-07 11:00:00,2025-02-07 15:45:36,PL-257,Low,392.74,RESET,Plumbing,mid,4.76,winter
WO-04972,ASSET-433,LOC-34,IT-002,Network cabinet overheat,2025-02-07 13:00:00,2025-02-07 15:28:12,PL-150,High,510.17,REPLACED,Plumbing,old,2.47,winter
WO-02349,ASSET-342,LOC-15,IT-002,Network cabinet overheat,2025-02-07 13:00:00,2025-02-07 16:56:24,FR-446,Medium,308.85,,Fire,old,3.94,winter
WO-03405,ASSET-461,LOC-45,PLMB-010,Restroom backup,2025-02-07 18:00:00,2025-02-07 19:25:12,SC-703,Medium,655.72,RESET,Security,new,1.42,winter
WO-01449,ASSET-201,LOC-29,ELEC-007,Circuit trip,2025-02-08 00:00:00,2025-02-08 00:48:00,FR-720,Medium,311.6,REPLACED,Fire,mid,0.8,winter
WO-00816,ASSET-491,LOC-43,SEC-008,Camera offline,2025-02-08 10:00:00,2025-02-08 16:59:24,HV-553,High,135.68,RESET,HVAC,new,6.99,winter
WO-02484,ASSET-282,LOC-42,PLMB-010,Restroom backup,2025-02-08 10:00:00,2025-02-08 14:45:00,EL-716,Low,471.67,INSPECTED,Electrical,mid,4.75,winter
WO-03464,ASSET-327,LOC-09,ELEC-015,Generator warning alarm,2025-02-08 23:00:00,2025-02-09 00:53:24,BM-190,Low,683.77,,BMS,new,1.89,winter
WO-01585,ASSET-413,LOC-07,ELEC-011,Lighting panel fault,2025-02-08 23:00:00,2025-02-09 01:54:00,EL-192,Low,460.83,,Electrical,mid,2.9,winter
WO-02937,ASSET-195,LOC-35,WATR-002,Pump cavitation,2025-02-08 23:00:00,2025-02-09 02:23:24,GN-217,Critical,387.32,RESET,General,old,3.39,winter
WO-00343,ASSET-231,LOC-38,IT-002,Network cabinet overheat,2025-02-09 00:00:00,2025-02-09 04:49:48,LF-539,Critical,336.59,RESET,Lift,old,4.83,winter
WO-01944,ASSET-002,LOC-21,LAND-002,Landscape irrigation issue,2025-02-09 06:00:00,2025-02-09 09:19:12,PL-746,Low,120.46,PATCHED,Plumbing,new,3.32,winter
WO-03732,ASSET-204,LOC-18,STRC-001,Door closer failure,2025-02-09 09:00:00,2025-02-09 10:22:48,PL-460,Low,405.49,,Plumbing,mid,1.38,winter
WO-02229,ASSET-425,LOC-01,ELEC-011,Lighting panel fault,2025-02-09 12:00:00,2025-02-09 13:53:24,SC-479,Low,536.41,REPLACED,Security,old,1.89,winter
WO-04476,ASSET-396,LOC-21,LIFT-008,Control panel reset,2025-02-09 15:00:00,2025-02-09 20:01:12,LF-176,High,562.98,REPLACED,Lift,mid,5.02,winter
WO-03229,ASSET-334,LOC-28,IT-002,Network cabinet overheat,2025-02-09 20:00:00,2025-02-09 21:51:36,GN-367,High,535.47,,General,mid,1.86,winter
WO-00046,ASSET-005,LOC-05,PLMB-007,Pipe leak,2025-02-10 00:00:00,2025-02-10 02:54:00,HV-884,High,570.57,CLEANED,HVAC,new,2.9,winter
WO-02530,ASSET-140,LOC-01,ELEC-011,Lighting panel fault,2025-02-10 01:00:00,2025-02-10 02:39:00,HV-719,Medium,561.35,PATCHED,HVAC,mid,1.65,winter
WO-04604,ASSET-037,LOC-07,WATR-002,Pump cavitation,2025-02-10 08:00:00,2025-02-10 10:21:36,BM-860,Low,495.24,RESET,BMS,old,2.36,winter
WO-02857,ASSET-111,LOC-10,IT-002,Network cabinet overheat,2025-02-10 12:00:00,2025-02-10 14:51:36,HV-294,High,465.79,,HVAC,mid,2.86,winter
WO-00287,ASSET-449,LOC-03,PLMB-010,Restroom backup,2025-02-10 15:00:00,2025-02-10 18:32:24,BM-109,High,276.05,,BMS,old,3.54,winter
WO-04357,ASSET-323,LOC-11,IT-002,Network cabinet overheat,2025-02-10 16:00:00,2025-02-10 19:26:24,,Medium,659.44,RESET,General,new,3.44,winter
WO-02526,ASSET-403,LOC-21,PARK-004,Barrier gate fault,2025-02-10 18:00:00,2025-02-10 22:13:12,PL-553,Medium,216.65,INSPECTED,Plumbing,mid,4.22,winter
WO-01873,ASSET-142,LOC-07,GEN-001,General handyman request,2025-02-10 21:00:00,2025-02-10 23:10:48,GN-947,Medium,282.29,RESET,General,mid,2.18,winter
WO-03955,ASSET-215,LOC-17,STRC-001,Door closer failure,2025-02-10 21:00:00,2025-02-11 01:45:00,GN-974,Critical,230.05,REPLACED,General,mid,4.75,winter
WO-02464,ASSET-215,LOC-01,GEN-005,Furniture repair,2025-02-10 22:00:00,2025-02-11 00:58:48,EL-131,Low,608.69,REPLACED,Electrical,mid,2.98,winter
WO-01207,ASSET-071,LOC-32,STRC-001,Door closer failure,2025-02-11 02:00:00,2025-02-11 03:02:24,LF-292,Low,469.41,REPLACED,Lift,mid,1.04,winter
WO-03476,ASSET-052,LOC-20,HVAC-004,Compressor short cycling,2025-02-11 03:00:00,2025-02-11 03:58:48,FR-713,Critical,383.07,RESET,Fire,old,0.98,winter
WO-03969,ASSET-115,LOC-31,FIRE-006,Suppression valve issue,2025-02-11 03:00:00,2025-02-11 04:52:12,FR-607,Critical,362.35,,Fire,mid,1.87,winter
WO-01347,ASSET-146,LOC-37,SEC-008,Camera offline,2025-02-11 09:00:00,2025-02-11 12:10:12,BM-367,Low,315.08,RESET,BMS,mid,3.17,winter
WO-04323,ASSET-473,LOC-31,STRC-004,Ceiling tile leak stain,2025-02-11 10:00:00,2025-02-11 12:37:12,GN-229,Low,453.98,RESET,General,new,2.62,winter
WO-00973,ASSET-085,LOC-29,STRC-004,Ceiling tile leak stain,2025-02-11 15:00:00,2025-02-11 15:58:12,PL-868,Critical,355.43,,Plumbing,mid,0.97,winter
WO-04311,ASSET-067,LOC-20,PLMB-007,Pipe leak,2025-02-11 15:00:00,2025-02-11 19:46:12,LF-491,High,468.63,PATCHED,Lift,mid,4.77,winter
WO-01862,ASSET-254,LOC-11,GEN-001,General handyman request,2025-02-11 16:00:00,2025-02-11 16:40:48,PL-135,Medium,208.43,RESET,Plumbing,new,0.68,winter
WO-02749,ASSET-219,LOC-04,ROOF-003,Roof drain blockage,2025-02-11 17:00:00,2025-02-11 19:56:24,HV-914,Low,280.74,PATCHED,HVAC,mid,2.94,winter
WO-03903,ASSET-138,LOC-42,WATR-002,Pump cavitation,2025-02-11 17:00:00,2025-02-11 19:49:12,,High,399.41,REPLACED,General,old,2.82,winter
WO-02401,ASSET-274,LOC-22,PLMB-003,Drain clog,2025-02-11 19:00:00,2025-02-11 20:54:36,FR-422,Critical,589.56,PATCHED,Fire,old,1.91,winter
WO-00774,ASSET-495,LOC-50,PLMB-010,Restroom backup,2025-02-12 08:00:00,2025-02-12 12:28:48,LF-986,Critical,233.63,RESET,Lift,new,4.48,winter
WO-02610,ASSET-281,LOC-07,HVAC-010,Airflow imbalance,2025-02-12 10:00:00,2025-02-12 10:56:24,PL-799,High,313.45,,Plumbing,new,0.94,winter
WO-01198,ASSET-130,LOC-47,GEN-005,Furniture repair,2025-02-12 15:00:00,2025-02-12 18:51:36,LF-482,High,308.16,INSPECTED,Lift,old,3.86,winter
WO-01954,ASSET-314,LOC-23,FIRE-002,Detector false alarm,2025-02-12 17:00:00,2025-02-12 18:32:24,EL-688,Low,484.28,REPLACED,Electrical,mid,1.54,winter
WO-02298,ASSET-059,LOC-41,PLMB-003,Drain clog,2025-02-12 21:00:00,2025-02-13 01:02:24,EL-905,Low,302.55,PATCHED,Electrical,old,4.04,winter
WO-04069,ASSET-373,LOC-20,STRC-001,Door closer failure,2025-02-13 04:00:00,2025-02-13 06:40:12,GN-982,Medium,267.4,RESET,General,old,2.67,winter
WO-03316,ASSET-234,LOC-25,GEN-001,General handyman request,2025-02-13 06:00:00,2025-02-13 08:43:12,FR-616,Critical,221.21,INSPECTED,Fire,new,2.72,winter
WO-03012,ASSET-171,LOC-23,PLMB-003,Drain clog,2025-02-13 07:00:00,2025-02-13 09:56:24,GN-272,Critical,411.91,INSPECTED,General,mid,2.94,winter
WO-03870,ASSET-245,LOC-23,WATR-006,Low pressure alert,2025-02-13 13:00:00,2025-02-13 15:29:24,LF-468,High,591.97,RESET,Lift,mid,2.49,winter
WO-02565,ASSET-397,LOC-40,STRC-004,Ceiling tile leak stain,2025-02-13 16:00:00,2025-02-13 17:19:48,FR-147,Critical,744.86,PATCHED,Fire,mid,1.33,winter
WO-02196,ASSET-364,LOC-32,SEC-004,Access reader failure,2025-02-13 17:00:00,2025-02-13 19:37:12,,Medium,732.75,PATCHED,General,mid,2.62,winter
WO-04071,ASSET-024,LOC-48,PARK-004,Barrier gate fault,2025-02-13 18:00:00,2025-02-13 21:37:48,PL-558,Low,318.62,,Plumbing,old,3.63,winter
WO-01238,ASSET-220,LOC-08,CUST-001,Tenant comfort complaint,2025-02-13 22:00:00,2025-02-14 01:54:00,GN-206,Medium,287.59,PATCHED,General,old,3.9,winter
WO-03050,ASSET-308,LOC-14,CUST-001,Tenant comfort complaint,2025-02-13 23:00:00,2025-02-14 03:16:48,SC-298,Medium,394.67,INSPECTED,Security,mid,4.28,winter
WO-00217,ASSET-047,LOC-48,PLMB-007,Pipe leak,2025-02-14 02:00:00,2025-02-14 05:01:48,HV-643,Medium,127.06,INSPECTED,HVAC,mid,3.03,winter
WO-02128,ASSET-243,LOC-21,FIRE-006,Suppression valve issue,2025-02-14 04:00:00,2025-02-14 11:27:00,BM-254,Critical,229.2,PATCHED,BMS,mid,7.45,winter
WO-03065,ASSET-152,LOC-14,CUST-001,Tenant comfort complaint,2025-02-14 07:00:00,2025-02-14 12:52:12,GN-686,Critical,188.12,REPLACED,General,old,5.87,winter
WO-03034,ASSET-365,LOC-42,ELEC-015,Generator warning alarm,2025-02-14 08:00:00,2025-02-14 12:31:48,SC-183,Low,178.2,,Security,old,4.53,winter
WO-02751,ASSET-380,LOC-43,HVAC-010,Airflow imbalance,2025-02-14 15:00:00,2025-02-14 20:29:24,BM-644,High,255.26,,BMS,old,5.49,winter
WO-02750,ASSET-380,LOC-43,HVAC-010,Airflow imbalance,2025-02-14 15:00:00,2025-02-14 20:29:24,BM-644,High,255.26,,BMS,old,5.49,winter
WO-00626,ASSET-318,LOC-16,FIRE-006,Suppression valve issue,2025-02-14 18:00:00,2025-02-14 22:51:36,LF-661,Medium,259.79,INSPECTED,Lift,mid,4.86,winter
WO-00515,ASSET-365,LOC-39,STRC-001,Door closer failure,2025-02-14 19:00:00,2025-02-14 21:45:36,,Medium,519.15,INSPECTED,BMS,mid,2.76,winter
WO-02551,ASSET-172,LOC-44,HVAC-004,Compressor short cycling,2025-02-14 20:00:00,2025-02-14 21:50:24,GN-558,High,548.29,,General,mid,1.84,winter
WO-01301,ASSET-106,LOC-29,IT-002,Network cabinet overheat,2025-02-15 03:00:00,2025-02-15 05:08:24,EL-245,High,265.8,PATCHED,Electrical,new,2.14,winter
WO-01358,ASSET-107,LOC-26,GEN-005,Furniture repair,2025-02-15 04:00:00,2025-02-15 05:32:24,FR-531,Critical,254.87,INSPECTED,Fire,old,1.54,winter
WO-00737,ASSET-368,LOC-38,WATR-006,Low pressure alert,2025-02-15 07:00:00,2025-02-15 11:27:00,PL-197,High,304.06,PATCHED,Plumbing,new,4.45,winter
WO-02011,ASSET-292,LOC-12,ROOF-003,Roof drain blockage,2025-02-15 08:00:00,2025-02-15 12:45:36,HV-277,High,274.71,,HVAC,old,4.76,winter
WO-02611,ASSET-374,LOC-20,HVAC-010,Airflow imbalance,2025-02-15 13:00:00,2025-02-15 15:19:48,BM-581,Critical,407.22,INSPECTED,BMS,new,2.33,winter
WO-01273,ASSET-320,LOC-25,LIFT-002,Door malfunction,2025-02-15 18:00:00,2025-02-15 20:55:12,HV-119,Low,705.17,REPLACED,HVAC,mid,2.92,winter
WO-01549,ASSET-050,LOC-25,GEN-005,Furniture repair,2025-02-15 21:00:00,2025-02-16 01:19:12,FR-583,Medium,453.24,REPLACED,Fire,mid,4.32,winter
WO-04175,ASSET-068,LOC-21,PLMB-010,Restroom backup,2025-02-15 22:00:00,2025-02-16 00:45:36,SC-169,Low,526.66,PATCHED,Security,old,2.76,winter
WO-00982,ASSET-373,LOC-49,IT-002,Network cabinet overheat,2025-02-16 03:00:00,2025-02-16 05:04:12,EL-927,Low,740.15,,Electrical,new,2.07,winter
